s,lambda_ces_kappa_low,lambda_ces_kappa_high,lambda_sine_kappa_low,lambda_sine_kappa_high,kappa_low,kappa_high,ces_peak_s_low,ces_peak_s_high,sine_peak_s_low,sine_peak_s_high,ces_peak_lambda_low,ces_peak_lambda_high,sine_peak_lambda_low,sine_peak_lambda_high
0.4980000000,0.2741088795,0.1507758908,0.2741078546,0.1507753270,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5000000000,0.2739130435,0.1507177033,0.2739130435,0.1507177033,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5020000000,0.2737087345,0.1506547416,0.2737077110,0.1506541783,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5040000000,0.2734959711,0.1505870114,0.2734918805,0.1505847591,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5060000000,0.2732747718,0.1505145184,0.2732655754,0.1505094532,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5080000000,0.2730451550,0.1504372683,0.2730288198,0.1504282683,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5100000000,0.2728071391,0.1503552669,0.2727816379,0.1503412122,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5120000000,0.2725607425,0.1502685199,0.2725240545,0.1502482931,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5140000000,0.2723059833,0.1501770330,0.2722560944,0.1501495193,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5160000000,0.2720428799,0.1500808119,0.2719777832,0.1500448993,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5180000000,0.2717714503,0.1499798623,0.2716891464,0.1499344421,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5200000000,0.2714917127,0.1498741899,0.2713902102,0.1498181564,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5220000000,0.2712036852,0.1497638002,0.2710810009,0.1496960517,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5240000000,0.2709073857,0.1496486991,0.2707615454,0.1495681372,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5260000000,0.2706028322,0.1495288921,0.2704318707,0.1494344227,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5280000000,0.2702900427,0.1494043849,0.2700920043,0.1492949180,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5300000000,0.2699690349,0.1492751831,0.2697419739,0.1491496332,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5320000000,0.2696398267,0.1491412924,0.2693818077,0.1489985787,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5340000000,0.2693024358,0.1490027183,0.2690115341,0.1488417649,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5360000000,0.2689568800,0.1488594664,0.2686311820,0.1486792025,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5380000000,0.2686031768,0.1487115425,0.2682407805,0.1485109026,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5400000000,0.2682413438,0.1485589520,0.2678403590,0.1483368763,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5420000000,0.2678713987,0.1484017005,0.2674299474,0.1481571349,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5440000000,0.2674933589,0.1482397936,0.2670095758,0.1479716901,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5460000000,0.2671072418,0.1480732369,0.2665792746,0.1477805536,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5480000000,0.2667130649,0.1479020359,0.2661390746,0.1475837375,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5500000000,0.2663108454,0.1477261961,0.2656890071,0.1473812540,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5520000000,0.2659006008,0.1475457232,0.2652291033,0.1471731156,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5540000000,0.2654823481,0.1473606225,0.2647593951,0.1469593348,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5560000000,0.2650561047,0.1471708997,0.2642799146,0.1467399246,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5580000000,0.2646218877,0.1469765603,0.2637906941,0.1465148979,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5600000000,0.2641797141,0.1467776097,0.2632917665,0.1462842681,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5620000000,0.2637296010,0.1465740534,0.2627831647,0.1460480487,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5640000000,0.2632715655,0.1463658970,0.2622649221,0.1458062533,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5660000000,0.2628056244,0.1461531458,0.2617370724,0.1455588958,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5680000000,0.2623317947,0.1459358055,0.2611996495,0.1453059904,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5700000000,0.2618500933,0.1457138813,0.2606526878,0.1450475512,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5720000000,0.2613605368,0.1454873788,0.2600962219,0.1447835929,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5740000000,0.2608631422,0.1452563034,0.2595302867,0.1445141300,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5760000000,0.2603579261,0.1450206605,0.2589549173,0.1442391777,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5780000000,0.2598449051,0.1447804556,0.2583701494,0.1439587508,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5800000000,0.2593240960,0.1445356941,0.2577760187,0.1436728648,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5820000000,0.2587955152,0.1442863814,0.2571725614,0.1433815352,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5840000000,0.2582591793,0.1440325228,0.2565598139,0.1430847776,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5860000000,0.2577151047,0.1437741238,0.2559378129,0.1427826081,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5880000000,0.2571633079,0.1435111897,0.2553065955,0.1424750426,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5900000000,0.2566038054,0.1432437259,0.2546661988,0.1421620975,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5920000000,0.2560366133,0.1429717378,0.2540166607,0.1418437892,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5940000000,0.2554617480,0.1426952308,0.2533580188,0.1415201346,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5960000000,0.2548792258,0.1424142101,0.2526903115,0.1411911504,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.5980000000,0.2542890628,0.1421286811,0.2520135772,0.1408568538,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6000000000,0.2536912752,0.1418386492,0.2513278546,0.1405172620,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6020000000,0.2530858791,0.1415441196,0.2506331827,0.1401723925,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6040000000,0.2524728906,0.1412450977,0.2499296010,0.1398222630,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6060000000,0.2518523256,0.1409415887,0.2492171489,0.1394668912,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6080000000,0.2512242002,0.1406335981,0.2484958664,0.1391062953,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6100000000,0.2505885303,0.1403211310,0.2477657935,0.1387404935,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6120000000,0.2499453318,0.1400041927,0.2470269708,0.1383695042,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6140000000,0.2492946205,0.1396827886,0.2462794389,0.1379933459,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6160000000,0.2486364122,0.1393569238,0.2455232388,0.1376120375,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6180000000,0.2479707226,0.1390266036,0.2447584118,0.1372255980,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6200000000,0.2472975675,0.1386918333,0.2439849992,0.1368340465,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6220000000,0.2466169625,0.1383526181,0.2432030429,0.1364374023,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6240000000,0.2459289232,0.1380089633,0.2424125850,0.1360356850,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6260000000,0.2452334652,0.1376608739,0.2416136676,0.1356289143,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6280000000,0.2445306041,0.1373083554,0.2408063334,0.1352171101,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6300000000,0.2438203553,0.1369514129,0.2399906252,0.1348002924,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6320000000,0.2431027343,0.1365900515,0.2391665860,0.1343784815,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6340000000,0.2423777564,0.1362242764,0.2383342591,0.1339516978,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6360000000,0.2416454371,0.1358540929,0.2374936881,0.1335199620,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6380000000,0.2409057916,0.1354795061,0.2366449168,0.1330832947,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6400000000,0.2401588352,0.1351005212,0.2357879894,0.1326417170,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6420000000,0.2394045832,0.1347171433,0.2349229500,0.1321952500,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6440000000,0.2386430507,0.1343293776,0.2340498432,0.1317439150,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6460000000,0.2378742529,0.1339372292,0.2331687140,0.1312877334,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6480000000,0.2370982049,0.1335407033,0.2322796072,0.1308267269,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6500000000,0.2363149217,0.1331398049,0.2313825681,0.1303609174,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6520000000,0.2355244184,0.1327345392,0.2304776423,0.1298903268,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6540000000,0.2347267099,0.1323249114,0.2295648756,0.1294149772,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6560000000,0.2339218112,0.1319109264,0.2286443138,0.1289348910,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6580000000,0.2331097372,0.1314925894,0.2277160032,0.1284500908,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6600000000,0.2322905028,0.1310699054,0.2267799903,0.1279605990,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6620000000,0.2314641227,0.1306428797,0.2258363217,0.1274664387,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6640000000,0.2306306117,0.1302115171,0.2248850442,0.1269676326,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6660000000,0.2297899846,0.1297758228,0.2239262051,0.1264642041,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6680000000,0.2289422560,0.1293358018,0.2229598516,0.1259561764,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6700000000,0.2280874406,0.1288914592,0.2219860312,0.1254435729,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6720000000,0.2272255531,0.1284428001,0.2210047918,0.1249264174,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6740000000,0.2263566079,0.1279898293,0.2200161813,0.1244047335,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6760000000,0.2254806196,0.1275325520,0.2190202479,0.1238785453,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6780000000,0.2245976028,0.1270709732,0.2180170400,0.1233478768,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6800000000,0.2237075718,0.1266050979,0.2170066062,0.1228127524,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6820000000,0.2228105411,0.1261349310,0.2159889953,0.1222731963,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6840000000,0.2219065250,0.1256604776,0.2149642564,0.1217292332,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6860000000,0.2209955379,0.1251817427,0.2139324387,0.1211808879,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6880000000,0.2200775941,0.1246987312,0.2128935915,0.1206281851,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6900000000,0.2191527078,0.1242114481,0.2118477646,0.1200711498,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6920000000,0.2182208932,0.1237198983,0.2107950077,0.1195098074,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6940000000,0.2172821645,0.1232240868,0.2097353708,0.1189441830,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6960000000,0.2163365360,0.1227240186,0.2086689042,0.1183743021,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.6980000000,0.2153840215,0.1222196985,0.2075956581,0.1178001904,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7000000000,0.2144246353,0.1217111316,0.2065156833,0.1172218736,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7020000000,0.2134583914,0.1211983226,0.2054290305,0.1166393776,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7040000000,0.2124853036,0.1206812767,0.2043357505,0.1160527285,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7060000000,0.2115053861,0.1201599985,0.2032358947,0.1154619523,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7080000000,0.2105186526,0.1196344931,0.2021295141,0.1148670755,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7100000000,0.2095251171,0.1191047654,0.2010166604,0.1142681246,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7120000000,0.2085247934,0.1185708202,0.1998973852,0.1136651260,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7140000000,0.2075176953,0.1180326623,0.1987717403,0.1130581066,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7160000000,0.2065038365,0.1174902968,0.1976397777,0.1124470932,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7180000000,0.2054832308,0.1169437283,0.1965015496,0.1118321128,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7200000000,0.2044558918,0.1163929619,0.1953571084,0.1112131926,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7220000000,0.2034218333,0.1158380022,0.1942065065,0.1105903598,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7240000000,0.2023810687,0.1152788543,0.1930497966,0.1099636419,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7260000000,0.2013336118,0.1147155228,0.1918870315,0.1093330663,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7280000000,0.2002794760,0.1141480126,0.1907182643,0.1086986608,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7300000000,0.1992186748,0.1135763285,0.1895435480,0.1080604532,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7320000000,0.1981512217,0.1130004754,0.1883629359,0.1074184713,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7340000000,0.1970771301,0.1124204581,0.1871764816,0.1067727432,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7360000000,0.1959964135,0.1118362812,0.1859842385,0.1061232970,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7380000000,0.1949090851,0.1112479497,0.1847862604,0.1054701611,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7400000000,0.1938151583,0.1106554683,0.1835826012,0.1048133639,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7420000000,0.1927146464,0.1100588418,0.1823733150,0.1041529339,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7440000000,0.1916075626,0.1094580749,0.1811584559,0.1034888997,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7460000000,0.1904939201,0.1088531724,0.1799380782,0.1028212902,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7480000000,0.1893737322,0.1082441390,0.1787122363,0.1021501341,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
