s,lambda_ces_kappa_low,lambda_ces_kappa_high,lambda_sine_kappa_low,lambda_sine_kappa_high,kappa_low,kappa_high,ces_peak_s_low,ces_peak_s_high,sine_peak_s_low,sine_peak_s_high,ces_peak_lambda_low,ces_peak_lambda_high,sine_peak_lambda_low,sine_peak_lambda_high
0.7500000000,0.1882470120,0.1076309795,0.1774809849,0.1014754606,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7520000000,0.1871137725,0.1070136986,0.1762443787,0.1007972987,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7540000000,0.1859740268,0.1063923011,0.1750024724,0.1001156777,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7560000000,0.1848277880,0.1057667917,0.1737553211,0.0994306269,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7580000000,0.1836750691,0.1051371750,0.1725029798,0.0987421758,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7600000000,0.1825158831,0.1045034558,0.1712455038,0.0980503539,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7620000000,0.1813502428,0.1038656388,0.1699829484,0.0973551909,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7640000000,0.1801781613,0.1032237287,0.1687153691,0.0966567167,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7660000000,0.1789996513,0.1025777301,0.1674428214,0.0959549609,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7680000000,0.1778147256,0.1019276478,0.1661653610,0.0952499538,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7700000000,0.1766233972,0.1012734864,0.1648830438,0.0945417253,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7720000000,0.1754256787,0.1006152506,0.1635959257,0.0938303057,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7740000000,0.1742215828,0.0999529450,0.1623040626,0.0931157253,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7760000000,0.1730111223,0.0992865743,0.1610075107,0.0923980144,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7780000000,0.1717943099,0.0986161431,0.1597063262,0.0916772036,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7800000000,0.1705711581,0.0979416561,0.1584005655,0.0909533234,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7820000000,0.1693416795,0.0972631179,0.1570902849,0.0902264046,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7840000000,0.1681058868,0.0965805330,0.1557755411,0.0894964780,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7860000000,0.1668637924,0.0958939062,0.1544563906,0.0887635743,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7880000000,0.1656154088,0.0952032420,0.1531328902,0.0880277247,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7900000000,0.1643607485,0.0945085451,0.1518050966,0.0872889601,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7920000000,0.1630998240,0.0938098199,0.1504730668,0.0865473117,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7940000000,0.1618326475,0.0931070712,0.1491368578,0.0858028108,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7960000000,0.1605592316,0.0924003035,0.1477965265,0.0850554887,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.7980000000,0.1592795884,0.0916895213,0.1464521302,0.0843053767,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8000000000,0.1579937304,0.0909747292,0.1451037261,0.0835525065,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8020000000,0.1567016697,0.0902559319,0.1437513714,0.0827969096,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8040000000,0.1554034187,0.0895331337,0.1423951236,0.0820386176,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8060000000,0.1540989895,0.0888063394,0.1410350402,0.0812776624,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8080000000,0.1527883942,0.0880755533,0.1396711785,0.0805140757,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8100000000,0.1514716451,0.0873407801,0.1383035963,0.0797478894,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8120000000,0.1501487541,0.0866020243,0.1369323512,0.0789791355,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8140000000,0.1488197335,0.0858592903,0.1355575009,0.0782078462,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8160000000,0.1474845952,0.0851125828,0.1341791032,0.0774340534,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8180000000,0.1461433513,0.0843619061,0.1327972159,0.0766577895,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8200000000,0.1447960137,0.0836072649,0.1314118969,0.0758790867,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8220000000,0.1434425944,0.0828486635,0.1300232043,0.0750979773,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8240000000,0.1420831053,0.0820861065,0.1286311959,0.0743144938,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8260000000,0.1407175582,0.0813195984,0.1272359299,0.0735286687,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8280000000,0.1393459651,0.0805491435,0.1258374644,0.0727405345,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8300000000,0.1379683377,0.0797747465,0.1244358575,0.0719501238,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8320000000,0.1365846879,0.0789964117,0.1230311674,0.0711574694,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8340000000,0.1351950274,0.0782141435,0.1216234524,0.0703626039,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8360000000,0.1337993680,0.0774279465,0.1202127708,0.0695655602,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8380000000,0.1323977213,0.0766378251,0.1187991808,0.0687663711,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8400000000,0.1309900990,0.0758437836,0.1173827408,0.0679650696,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8420000000,0.1295765128,0.0750458265,0.1159635093,0.0671616886,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8440000000,0.1281569742,0.0742439583,0.1145415446,0.0663562612,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8460000000,0.1267314949,0.0734381833,0.1131169052,0.0655488206,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8480000000,0.1253000864,0.0726285060,0.1116896495,0.0647393997,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8500000000,0.1238627602,0.0718149307,0.1102598361,0.0639280319,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8520000000,0.1224195278,0.0709974618,0.1088275235,0.0631147504,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8540000000,0.1209704007,0.0701761038,0.1073927702,0.0622995885,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8560000000,0.1195153903,0.0693508609,0.1059556348,0.0614825795,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8580000000,0.1180545080,0.0685217376,0.1045161758,0.0606637569,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8600000000,0.1165877651,0.0676887382,0.1030744519,0.0598431540,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8620000000,0.1151151731,0.0668518670,0.1016305217,0.0590208045,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8640000000,0.1136367432,0.0660111285,0.1001844437,0.0581967417,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8660000000,0.1121524867,0.0651665270,0.0987362766,0.0573709993,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8680000000,0.1106624149,0.0643180668,0.0972860790,0.0565436109,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8700000000,0.1091665390,0.0634657522,0.0958339096,0.0557146101,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8720000000,0.1076648702,0.0626095876,0.0943798269,0.0548840307,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8740000000,0.1061574196,0.0617495772,0.0929238896,0.0540519063,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8760000000,0.1046441984,0.0608857255,0.0914661563,0.0532182707,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8780000000,0.1031252178,0.0600180366,0.0900066856,0.0523831577,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8800000000,0.1016004887,0.0591465149,0.0885455361,0.0515466012,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8820000000,0.1000700223,0.0582711648,0.0870827665,0.0507086350,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8840000000,0.0985338295,0.0573919903,0.0856184353,0.0498692929,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8860000000,0.0969919215,0.0565089960,0.0841526010,0.0490286090,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8880000000,0.0954443090,0.0556221859,0.0826853223,0.0481866171,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8900000000,0.0938910032,0.0547315645,0.0812166577,0.0473433512,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8920000000,0.0923320148,0.0538371359,0.0797466656,0.0464988453,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8940000000,0.0907673549,0.0529389044,0.0782754047,0.0456531334,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8960000000,0.0891970342,0.0520368742,0.0768029332,0.0448062496,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.8980000000,0.0876210635,0.0511310496,0.0753293098,0.0439582279,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9000000000,0.0860394537,0.0502214349,0.0738545927,0.0431091024,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9020000000,0.0844522156,0.0493080342,0.0723788404,0.0422589072,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9040000000,0.0828593598,0.0483908518,0.0709021113,0.0414076764,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9060000000,0.0812608972,0.0474698919,0.0694244635,0.0405554441,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9080000000,0.0796568384,0.0465451587,0.0679459554,0.0397022445,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9100000000,0.0780471941,0.0456166564,0.0664666453,0.0388481118,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9120000000,0.0764319748,0.0446843891,0.0649865913,0.0379930800,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9140000000,0.0748111913,0.0437483612,0.0635058515,0.0371371833,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9160000000,0.0731848542,0.0428085768,0.0620244840,0.0362804561,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9180000000,0.0715529738,0.0418650400,0.0605425470,0.0354229323,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9200000000,0.0699155609,0.0409177550,0.0590600984,0.0345646463,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9220000000,0.0682726259,0.0399667261,0.0575771961,0.0337056323,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9240000000,0.0666241793,0.0390119573,0.0560938980,0.0328459243,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9260000000,0.0649702315,0.0380534527,0.0546102620,0.0319855567,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9280000000,0.0633107929,0.0370912167,0.0531263459,0.0311245637,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9300000000,0.0616458740,0.0361252532,0.0516422073,0.0302629794,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9320000000,0.0599754852,0.0351555665,0.0501579039,0.0294008381,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9340000000,0.0582996367,0.0341821606,0.0486734934,0.0285381739,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9360000000,0.0566183389,0.0332050398,0.0471890331,0.0276750211,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9380000000,0.0549316021,0.0322242080,0.0457045807,0.0268114138,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9400000000,0.0532394366,0.0312396694,0.0442201934,0.0259473862,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9420000000,0.0515418526,0.0302514282,0.0427359285,0.0250829725,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9440000000,0.0498388603,0.0292594883,0.0412518433,0.0242182069,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9460000000,0.0481304699,0.0282638540,0.0397679950,0.0233531234,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9480000000,0.0464166916,0.0272645293,0.0382844406,0.0224877564,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9500000000,0.0446975355,0.0262615182,0.0368012371,0.0216221397,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9520000000,0.0429730117,0.0252548249,0.0353184414,0.0207563077,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9540000000,0.0412431304,0.0242444534,0.0338361104,0.0198902943,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9560000000,0.0395079015,0.0232304078,0.0323543008,0.0190241337,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9580000000,0.0377673351,0.0222126921,0.0308730692,0.0181578599,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9600000000,0.0360214413,0.0211913104,0.0293924721,0.0172915069,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9620000000,0.0342702301,0.0201662668,0.0279125662,0.0164251088,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9640000000,0.0325137113,0.0191375652,0.0264334076,0.0155586995,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9660000000,0.0307518949,0.0181052097,0.0249550528,0.0146923130,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9680000000,0.0289847909,0.0170692044,0.0234775578,0.0138259832,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9700000000,0.0272124091,0.0160295532,0.0220009787,0.0129597441,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9720000000,0.0254347594,0.0149862602,0.0205253715,0.0120936296,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9740000000,0.0236518516,0.0139393293,0.0190507921,0.0112276734,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9760000000,0.0218636956,0.0128887647,0.0175772962,0.0103619095,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9780000000,0.0200703012,0.0118345702,0.0161049395,0.0094963716,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9800000000,0.0182716780,0.0107767499,0.0146337775,0.0086310934,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9820000000,0.0164678359,0.0097153077,0.0131638656,0.0077661088,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9840000000,0.0146587846,0.0086502477,0.0116952591,0.0069014513,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9860000000,0.0128445337,0.0075815738,0.0102280132,0.0060371547,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9880000000,0.0110250930,0.0065092899,0.0087621830,0.0051732525,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9900000000,0.0092004720,0.0054334001,0.0072978235,0.0043097783,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9920000000,0.0073706805,0.0043539083,0.0058349894,0.0034467657,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9940000000,0.0055357280,0.0032708185,0.0043737355,0.0025842482,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9960000000,0.0036956240,0.0021841345,0.0029141164,0.0017222591,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
0.9980000000,0.0018503782,0.0010938604,0.0014561864,0.0008608319,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,0.8000000000,0.4539607667,0.4748166593,0.4626563555,0.4795829662,0.2762353999,0.1511000444,0.2757915818,0.1510274257
