s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,epsilon,epsilon_plus_alpha_s,s_dagger_kappa_0,s_dagger_kappa_0_5,s_dagger_kappa_1,lambda_max_kappa_0,lambda_max_kappa_0_5,lambda_max_kappa_1
0.2480000000,0.2582609089,0.1731021098,0.0803598162,0.1000000000,0.1868000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2500000000,0.2594117647,0.1739263804,0.0807692308,0.1000000000,0.1875000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2520000000,0.2605494415,0.1747422159,0.0811749651,0.1000000000,0.1882000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2540000000,0.2616739755,0.1755496319,0.0815770224,0.1000000000,0.1889000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2560000000,0.2627854032,0.1763486440,0.0819754058,0.1000000000,0.1896000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2580000000,0.2638837606,0.1771392678,0.0823701184,0.1000000000,0.1903000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2600000000,0.2649690838,0.1779215187,0.0827611635,0.1000000000,0.1910000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2620000000,0.2660414085,0.1786954124,0.0831485440,0.1000000000,0.1917000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2640000000,0.2671007706,0.1794609641,0.0835322633,0.1000000000,0.1924000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2660000000,0.2681472056,0.1802181893,0.0839123245,0.1000000000,0.1931000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2680000000,0.2691807490,0.1809671033,0.0842887307,0.1000000000,0.1938000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2700000000,0.2702014362,0.1817077216,0.0846614850,0.1000000000,0.1945000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2720000000,0.2712093023,0.1824400593,0.0850305905,0.1000000000,0.1952000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2740000000,0.2722043826,0.1831641317,0.0853960505,0.1000000000,0.1959000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2760000000,0.2731867118,0.1838799540,0.0857578681,0.1000000000,0.1966000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2780000000,0.2741563249,0.1845875415,0.0861160463,0.1000000000,0.1973000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2800000000,0.2751132566,0.1852869092,0.0864705882,0.1000000000,0.1980000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2820000000,0.2760575414,0.1859780722,0.0868214971,0.1000000000,0.1987000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2840000000,0.2769892138,0.1866610456,0.0871687760,0.1000000000,0.1994000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2860000000,0.2779083082,0.1873358444,0.0875124281,0.1000000000,0.2001000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2880000000,0.2788148587,0.1880024837,0.0878524563,0.1000000000,0.2008000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2900000000,0.2797088994,0.1886609783,0.0881888640,0.1000000000,0.2015000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2920000000,0.2805904642,0.1893113432,0.0885216540,0.1000000000,0.2022000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2940000000,0.2814595871,0.1899535933,0.0888508296,0.1000000000,0.2029000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2960000000,0.2823163017,0.1905877434,0.0891763939,0.1000000000,0.2036000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2980000000,0.2831606416,0.1912138083,0.0894983498,0.1000000000,0.2043000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3000000000,0.2839926403,0.1918318028,0.0898167006,0.1000000000,0.2050000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3020000000,0.2848123311,0.1924417416,0.0901314493,0.1000000000,0.2057000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3040000000,0.2856197473,0.1930436395,0.0904425989,0.1000000000,0.2064000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3060000000,0.2864149219,0.1936375110,0.0907501526,0.1000000000,0.2071000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3080000000,0.2871978880,0.1942233708,0.0910541134,0.1000000000,0.2078000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3100000000,0.2879686785,0.1948012336,0.0913544844,0.1000000000,0.2085000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3120000000,0.2887273260,0.1953711138,0.0916512687,0.1000000000,0.2092000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3140000000,0.2894738632,0.1959330260,0.0919444693,0.1000000000,0.2099000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3160000000,0.2902083227,0.1964869846,0.0922340892,0.1000000000,0.2106000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3180000000,0.2909307368,0.1970330042,0.0925201316,0.1000000000,0.2113000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3200000000,0.2916411379,0.1975710992,0.0928025995,0.1000000000,0.2120000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3220000000,0.2923395580,0.1981012838,0.0930814959,0.1000000000,0.2127000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3240000000,0.2930260293,0.1986235725,0.0933568239,0.1000000000,0.2134000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3260000000,0.2937005838,0.1991379796,0.0936285865,0.1000000000,0.2141000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3280000000,0.2943632531,0.1996445194,0.0938967868,0.1000000000,0.2148000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3300000000,0.2950140692,0.2001432061,0.0941614277,0.1000000000,0.2155000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3320000000,0.2956530634,0.2006340539,0.0944225124,0.1000000000,0.2162000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3340000000,0.2962802675,0.2011170770,0.0946800438,0.1000000000,0.2169000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3360000000,0.2968957126,0.2015922895,0.0949340250,0.1000000000,0.2176000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3380000000,0.2974994302,0.2020597055,0.0951844589,0.1000000000,0.2183000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3400000000,0.2980914513,0.2025193391,0.0954313487,0.1000000000,0.2190000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3420000000,0.2986718070,0.2029712044,0.0956746973,0.1000000000,0.2197000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3440000000,0.2992405283,0.2034153153,0.0959145078,0.1000000000,0.2204000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3460000000,0.2997976459,0.2038516859,0.0961507831,0.1000000000,0.2211000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3480000000,0.3003431906,0.2042803300,0.0963835262,0.1000000000,0.2218000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3500000000,0.3008771930,0.2047012616,0.0966127401,0.1000000000,0.2225000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3520000000,0.3013996836,0.2051144945,0.0968384279,0.1000000000,0.2232000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3540000000,0.3019106928,0.2055200426,0.0970605926,0.1000000000,0.2239000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3560000000,0.3024102509,0.2059179197,0.0972792370,0.1000000000,0.2246000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3580000000,0.3028983881,0.2063081395,0.0974943643,0.1000000000,0.2253000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3600000000,0.3033751344,0.2066907158,0.0977059774,0.1000000000,0.2260000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3620000000,0.3038405198,0.2070656623,0.0979140792,0.1000000000,0.2267000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3640000000,0.3042945742,0.2074329926,0.0981186728,0.1000000000,0.2274000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3660000000,0.3047373274,0.2077927205,0.0983197611,0.1000000000,0.2281000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3680000000,0.3051688089,0.2081448595,0.0985173471,0.1000000000,0.2288000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3700000000,0.3055890484,0.2084894231,0.0987114338,0.1000000000,0.2295000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3720000000,0.3059980753,0.2088264250,0.0989020240,0.1000000000,0.2302000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3740000000,0.3063959190,0.2091558787,0.0990891209,0.1000000000,0.2309000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3760000000,0.3067826087,0.2094777975,0.0992727273,0.1000000000,0.2316000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3780000000,0.3071581735,0.2097921950,0.0994528462,0.1000000000,0.2323000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3800000000,0.3075226425,0.2100990846,0.0996294805,0.1000000000,0.2330000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3820000000,0.3078760446,0.2103984797,0.0998026332,0.1000000000,0.2337000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3840000000,0.3082184087,0.2106903936,0.0999723072,0.1000000000,0.2344000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3860000000,0.3085497635,0.2109748396,0.1001385055,0.1000000000,0.2351000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3880000000,0.3088701377,0.2112518311,0.1003012310,0.1000000000,0.2358000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3900000000,0.3091795597,0.2115213812,0.1004604866,0.1000000000,0.2365000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3920000000,0.3094780581,0.2117835032,0.1006162753,0.1000000000,0.2372000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3940000000,0.3097656611,0.2120382103,0.1007686000,0.1000000000,0.2379000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3960000000,0.3100423971,0.2122855157,0.1009174636,0.1000000000,0.2386000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3980000000,0.3103082941,0.2125254325,0.1010628691,0.1000000000,0.2393000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4000000000,0.3105633803,0.2127579737,0.1012048193,0.1000000000,0.2400000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4020000000,0.3108076835,0.2129831525,0.1013433171,0.1000000000,0.2407000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4040000000,0.3110412317,0.2132009820,0.1014783656,0.1000000000,0.2414000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4060000000,0.3112640525,0.2134114750,0.1016099675,0.1000000000,0.2421000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4080000000,0.3114761738,0.2136146446,0.1017381258,0.1000000000,0.2428000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4100000000,0.3116776229,0.2138105037,0.1018628434,0.1000000000,0.2435000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4120000000,0.3118684275,0.2139990652,0.1019841232,0.1000000000,0.2442000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4140000000,0.3120486149,0.2141803421,0.1021019680,0.1000000000,0.2449000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4160000000,0.3122182123,0.2143543472,0.1022163808,0.1000000000,0.2456000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4180000000,0.3123772471,0.2145210932,0.1023273645,0.1000000000,0.2463000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4200000000,0.3125257462,0.2146805931,0.1024349219,0.1000000000,0.2470000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4220000000,0.3126637367,0.2148328596,0.1025390559,0.1000000000,0.2477000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4240000000,0.3127912456,0.2149779053,0.1026397695,0.1000000000,0.2484000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4260000000,0.3129082995,0.2151157430,0.1027370653,0.1000000000,0.2491000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4280000000,0.3130149254,0.2152463854,0.1028309465,0.1000000000,0.2498000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4300000000,0.3131111497,0.2153698452,0.1029214157,0.1000000000,0.2505000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4320000000,0.3131969992,0.2154861349,0.1030084759,0.1000000000,0.2512000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4340000000,0.3132725001,0.2155952671,0.1030921300,0.1000000000,0.2519000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4360000000,0.3133376790,0.2156972543,0.1031723807,0.1000000000,0.2526000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4380000000,0.3133925621,0.2157921092,0.1032492310,0.1000000000,0.2533000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4400000000,0.3134371755,0.2158798442,0.1033226837,0.1000000000,0.2540000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4420000000,0.3134715454,0.2159604718,0.1033927416,0.1000000000,0.2547000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4440000000,0.3134956978,0.2160340044,0.1034594077,0.1000000000,0.2554000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4460000000,0.3135096587,0.2161004544,0.1035226846,0.1000000000,0.2561000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4480000000,0.3135134538,0.2161598342,0.1035825754,0.1000000000,0.2568000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4500000000,0.3135071090,0.2162121562,0.1036390828,0.1000000000,0.2575000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4520000000,0.3134906499,0.2162574327,0.1036922096,0.1000000000,0.2582000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4540000000,0.3134641020,0.2162956759,0.1037419586,0.1000000000,0.2589000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4560000000,0.3134274909,0.2163268982,0.1037883328,0.1000000000,0.2596000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4580000000,0.3133808420,0.2163511118,0.1038313349,0.1000000000,0.2603000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4600000000,0.3133241805,0.2163683289,0.1038709677,0.1000000000,0.2610000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4620000000,0.3132575319,0.2163785616,0.1039072341,0.1000000000,0.2617000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4640000000,0.3131809211,0.2163818222,0.1039401369,0.1000000000,0.2624000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4660000000,0.3130943732,0.2163781227,0.1039696789,0.1000000000,0.2631000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4680000000,0.3129979133,0.2163674753,0.1039958628,0.1000000000,0.2638000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4700000000,0.3128915663,0.2163498920,0.1040186916,0.1000000000,0.2645000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4720000000,0.3127753569,0.2163253849,0.1040381679,0.1000000000,0.2652000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4740000000,0.3126493099,0.2162939659,0.1040542947,0.1000000000,0.2659000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4760000000,0.3125134499,0.2162556471,0.1040670746,0.1000000000,0.2666000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4780000000,0.3123678016,0.2162104404,0.1040765105,0.1000000000,0.2673000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4800000000,0.3122123894,0.2161583578,0.1040826052,0.1000000000,0.2680000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4820000000,0.3120472377,0.2160994111,0.1040853615,0.1000000000,0.2687000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4840000000,0.3118723708,0.2160336122,0.1040847821,0.1000000000,0.2694000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4860000000,0.3116878130,0.2159609730,0.1040808698,0.1000000000,0.2701000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4880000000,0.3114935884,0.2158815053,0.1040736274,0.1000000000,0.2708000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4900000000,0.3112897212,0.2157952209,0.1040630577,0.1000000000,0.2715000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4920000000,0.3110762353,0.2157021315,0.1040491634,0.1000000000,0.2722000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4940000000,0.3108531547,0.2156022490,0.1040319474,0.1000000000,0.2729000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4960000000,0.3106205031,0.2154955849,0.1040114123,0.1000000000,0.2736000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
